OTU	primary_lifestyle	Genus	Species
Entoloma_sp_3	soil_saprotroph	Entoloma	Entoloma_sp_3
Xylariaceae_sp_1	unknown_primary_lyfestyle	Xylariaceae_gen_Incertae_sedis	Xylariaceae_sp_1
Geotrichum_candidum_2	nectar/tap_saprotroph	Geotrichum	Geotrichum_candidum_2
Zoopagomycota_sp_1	unknown_primary_lyfestyle	Zoopagomycota_gen_Incertae_sedis	Zoopagomycota_sp_1
Glomus_sp_18	arbuscular_mycorrhizal	Glomus	Glomus_sp_18
Elsinoe_leucospermi_1	plant_pathogen	Elsinoe	Elsinoe_leucospermi_1
Pseudocercospora_paranaensis_2	plant_pathogen	Pseudocercospora	Pseudocercospora_paranaensis_2
Calophoma_rosae_1	plant_pathogen	Calophoma	Calophoma_rosae_1
GS11_sp_30	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_30
Kickxellomycota_sp_3	unknown_primary_lyfestyle	Kickxellomycota_gen_Incertae_sedis	Kickxellomycota_sp_3
GS11_sp_31	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_31
Rozellomycota_sp_40	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_40
Fungi_sp_107	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_107
Septoglomus_sp_4	arbuscular_mycorrhizal	Septoglomus	Septoglomus_sp_4
Pithoascus_nidicola_2	soil_saprotroph	Pithoascus	Pithoascus_nidicola_2
Periconia_didymospora_1	plant_pathogen	Periconia	Periconia_didymospora_1
Kiskunsagia_ubrizsyi_13	unknown_primary_lyfestyle	Kiskunsagia	Kiskunsagia_ubrizsyi_13
Pseudocoleophoma_sp_3	plant_pathogen	Pseudocoleophoma	Pseudocoleophoma_sp_3
GS11_sp_32	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_32
Preussia_persica_1	dung_saprotroph	Preussia	Preussia_persica_1
Chaetosphaeronema_sp_1	plant_pathogen	Chaetosphaeronema	Chaetosphaeronema_sp_1
Rozellomycota_sp_41	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_41
Nothophoma_ngayawang_2	litter_saprotroph	Nothophoma	Nothophoma_ngayawang_2
Glomeraceae_sp_22	unknown_primary_lyfestyle	Glomeraceae_gen_Incertae_sedis	Glomeraceae_sp_22
Dominikia_sp_2	arbuscular_mycorrhizal	Dominikia	Dominikia_sp_2
Aspergillus_teporis_1	unspecified_saprotroph	Aspergillus	Aspergillus_teporis_1
Fungi_sp_108	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_108
Onygenales_sp_5	unknown_primary_lyfestyle	Onygenales_gen_Incertae_sedis	Onygenales_sp_5
Davidiellomyces_australiensis_6	litter_saprotroph	Davidiellomyces	Davidiellomyces_australiensis_6
Cordyceps_fumosorosea_13	animal_parasite	Cordyceps	Cordyceps_fumosorosea_13
Toxicocladosporium_chlamydosporum_5	plant_pathogen	Toxicocladosporium	Toxicocladosporium_chlamydosporum_5
Trichothecium_roseum_1	plant_pathogen	Trichothecium	Trichothecium_roseum_1
Kiskunsagia_ubrizsyi_14	unknown_primary_lyfestyle	Kiskunsagia	Kiskunsagia_ubrizsyi_14
Pyrenophora_avenicola_1	plant_pathogen	Pyrenophora	Pyrenophora_avenicola_1
Fungi_sp_109	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_109
Cordyceps_fumosorosea_14	animal_parasite	Cordyceps	Cordyceps_fumosorosea_14
Fungi_sp_110	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_110
Cheilymenia_sp_1	litter_saprotroph	Cheilymenia	Cheilymenia_sp_1
Entoloma_cremeostriatum_1	soil_saprotroph	Entoloma	Entoloma_cremeostriatum_1
Crepidotus_subfulviceps_1	wood_saprotroph	Crepidotus	Crepidotus_subfulviceps_1
Russula_sardonia_1	ectomycorrhizal	Russula	Russula_sardonia_1
Aspergillus_pseudoelegans_1	unspecified_saprotroph	Aspergillus	Aspergillus_pseudoelegans_1
Pyronemataceae_sp_4	unknown_primary_lyfestyle	Pyronemataceae_gen_Incertae_sedis	Pyronemataceae_sp_4
Peziza_sp_17	soil_saprotroph	Peziza	Peziza_sp_17
Fenestella_parafenestrata_22	wood_saprotroph	Fenestella	Fenestella_parafenestrata_22
Fungi_sp_111	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_111
Cyniclomyces_guttulatus_1	dung_saprotroph	Cyniclomyces	Cyniclomyces_guttulatus_1
Penicillium_brevicompactum_1	unspecified_saprotroph	Penicillium	Penicillium_brevicompactum_1
Geotrichum_sp_1	nectar/tap_saprotroph	Geotrichum	Geotrichum_sp_1
Sordariomycetes_sp_8	unknown_primary_lyfestyle	Sordariomycetes_gen_Incertae_sedis	Sordariomycetes_sp_8
Agaricomycetes_sp_14	unknown_primary_lyfestyle	Agaricomycetes_gen_Incertae_sedis	Agaricomycetes_sp_14
Fungi_sp_112	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_112
Coniosporium_sp_17	plant_pathogen	Coniosporium	Coniosporium_sp_17
Glomus_aggregatum_2	arbuscular_mycorrhizal	Glomus	Glomus_aggregatum_2
GS11_sp_33	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_33
Gastrosporium_simplex_1	soil_saprotroph	Gastrosporium	Gastrosporium_simplex_1
Rhizophagus_sp_2	arbuscular_mycorrhizal	Rhizophagus	Rhizophagus_sp_2
Entoloma_sp_4	soil_saprotroph	Entoloma	Entoloma_sp_4
Ascosphaera_larvis_5	animal_parasite	Ascosphaera	Ascosphaera_larvis_5
Sordariales_sp_12	unknown_primary_lyfestyle	Sordariales_gen_Incertae_sedis	Sordariales_sp_12
Sclerostagonospora_sp_1	litter_saprotroph	Sclerostagonospora	Sclerostagonospora_sp_1
Clavispora_fructus_1	litter_saprotroph	Clavispora	Clavispora_fructus_1
Diversisporaceae_sp_1	unknown_primary_lyfestyle	Diversisporaceae_gen_Incertae_sedis	Diversisporaceae_sp_1
Coniosporium_sp_18	plant_pathogen	Coniosporium	Coniosporium_sp_18
Helvella_bachu_18	ectomycorrhizal	Helvella	Helvella_bachu_18
Sordariomycetes_sp_9	unknown_primary_lyfestyle	Sordariomycetes_gen_Incertae_sedis	Sordariomycetes_sp_9
Ascosphaera_larvis_6	animal_parasite	Ascosphaera	Ascosphaera_larvis_6
Neonectria_magnoliae_1	plant_pathogen	Neonectria	Neonectria_magnoliae_1
Fungi_sp_113	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_113
Coniosporium_sp_19	plant_pathogen	Coniosporium	Coniosporium_sp_19
Fusarium_buharicum_5	plant_pathogen	Fusarium	Fusarium_buharicum_5
Mortierellaceae_sp_7	unknown_primary_lyfestyle	Mortierellaceae_gen_Incertae_sedis	Mortierellaceae_sp_7
Scleroderma_yunnanense_4	ectomycorrhizal	Scleroderma	Scleroderma_yunnanense_4
GS11_sp_34	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_34
Ganoderma_nasalaense_2	plant_pathogen	Ganoderma	Ganoderma_nasalaense_2
Ramularia_collo-cygni_1	plant_pathogen	Ramularia	Ramularia_collo-cygni_1
Peziza_sp_18	soil_saprotroph	Peziza	Peziza_sp_18
Furcasterigmium_furcatum_1	unknown_primary_lyfestyle	Furcasterigmium	Furcasterigmium_furcatum_1
Nephroma_flavorhizinatum_13	lichenized	Nephroma	Nephroma_flavorhizinatum_13
Onygenales_sp_6	unknown_primary_lyfestyle	Onygenales_gen_Incertae_sedis	Onygenales_sp_6
Orbiliaceae_sp_3	unknown_primary_lyfestyle	Orbiliaceae_gen_Incertae_sedis	Orbiliaceae_sp_3
Aphelidiomycota_sp_6	unknown_primary_lyfestyle	Aphelidiomycota_gen_Incertae_sedis	Aphelidiomycota_sp_6
Helminthosporium_velutinum_1	plant_pathogen	Helminthosporium	Helminthosporium_velutinum_1
GS11_sp_35	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_35
Fungi_sp_114	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_114
Dentiscutata_savannicola_1	arbuscular_mycorrhizal	Dentiscutata	Dentiscutata_savannicola_1
Lichtheimia_ramosa_3	soil_saprotroph	Lichtheimia	Lichtheimia_ramosa_3
Fenestella_parafenestrata_23	wood_saprotroph	Fenestella	Fenestella_parafenestrata_23
Onygenales_sp_7	unknown_primary_lyfestyle	Onygenales_gen_Incertae_sedis	Onygenales_sp_7
Ramicandelaber_taiwanensis_11	soil_saprotroph	Ramicandelaber	Ramicandelaber_taiwanensis_11
Endophragmiella_sp_1	wood_saprotroph	Endophragmiella	Endophragmiella_sp_1
Chaetocapnodium_philippinense_1	sooty_mold	Chaetocapnodium	Chaetocapnodium_philippinense_1
Entyloma_carmeli_9	plant_pathogen	Entyloma	Entyloma_carmeli_9
Neonectria_candida_1	plant_pathogen	Neonectria	Neonectria_candida_1
Septoglomus_sp_5	arbuscular_mycorrhizal	Septoglomus	Septoglomus_sp_5
Hohenbuehelia_canadensis_1	wood_saprotroph	Hohenbuehelia	Hohenbuehelia_canadensis_1
Aspergillus_ostianus_1	unspecified_saprotroph	Aspergillus	Aspergillus_ostianus_1
Fungi_sp_115	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_115
Epicoccum_brasiliense_4	plant_pathogen	Epicoccum	Epicoccum_brasiliense_4
Coniosporium_sp_20	plant_pathogen	Coniosporium	Coniosporium_sp_20
Dlhawksworthia_clematidicola_1	unknown_primary_lyfestyle	Dlhawksworthia	Dlhawksworthia_clematidicola_1
Sordariomycetes_sp_10	unknown_primary_lyfestyle	Sordariomycetes_gen_Incertae_sedis	Sordariomycetes_sp_10
Rozellomycota_sp_42	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_42
Fusarium_buharicum_6	plant_pathogen	Fusarium	Fusarium_buharicum_6
Nephroma_flavorhizinatum_14	lichenized	Nephroma	Nephroma_flavorhizinatum_14
Neoascochyta_exitialis_1	plant_pathogen	Neoascochyta	Neoascochyta_exitialis_1
Udeniomyces_kanasensis_1	unspecified_saprotroph	Udeniomyces	Udeniomyces_kanasensis_1
Nephroma_flavorhizinatum_15	lichenized	Nephroma	Nephroma_flavorhizinatum_15
Fungi_sp_116	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_116
Acrophialophora_levis_3	plant_pathogen	Acrophialophora	Acrophialophora_levis_3
Serendipitaceae_sp_4	unknown_primary_lyfestyle	Serendipitaceae_gen_Incertae_sedis	Serendipitaceae_sp_4
Helvella_bachu_19	ectomycorrhizal	Helvella	Helvella_bachu_19
Toxicocladosporium_chlamydosporum_6	plant_pathogen	Toxicocladosporium	Toxicocladosporium_chlamydosporum_6
Kiskunsagia_ubrizsyi_15	unknown_primary_lyfestyle	Kiskunsagia	Kiskunsagia_ubrizsyi_15
Boletus_satanas_1	ectomycorrhizal	Boletus	Boletus_satanas_1
Mucor_circinelloides_1	soil_saprotroph	Mucor	Mucor_circinelloides_1
Coniothyrium_sidae_1	plant_pathogen	Coniothyrium	Coniothyrium_sidae_1
Aphelidiomycota_sp_7	unknown_primary_lyfestyle	Aphelidiomycota_gen_Incertae_sedis	Aphelidiomycota_sp_7
Ascomycota_sp_30	unknown_primary_lyfestyle	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_30
Fusarium_acutisporum_1	plant_pathogen	Fusarium	Fusarium_acutisporum_1
Peziza_sp_19	soil_saprotroph	Peziza	Peziza_sp_19
Cystobasidium_pallidum_1	mycoparasite	Cystobasidium	Cystobasidium_pallidum_1
Spizellomyces_sp_1	pollen_saprotroph	Spizellomyces	Spizellomyces_sp_1
Lachnum_palmae_1	litter_saprotroph	Lachnum	Lachnum_palmae_1
Candida_auris_3	nectar/tap_saprotroph	Candida	Candida_auris_3
Erythrobasidium_proteacearum_1	mycoparasite	Erythrobasidium	Erythrobasidium_proteacearum_1
Caecomyces_churrovis_1	animal_endosymbiont	Caecomyces	Caecomyces_churrovis_1
Leprocaulon_knudsenii_1	lichenized	Leprocaulon	Leprocaulon_knudsenii_1
Chaetothyriales_sp_11	unknown_primary_lyfestyle	Chaetothyriales_gen_Incertae_sedis	Chaetothyriales_sp_11
Tuber_sp_2	ectomycorrhizal	Tuber	Tuber_sp_2
Fungi_sp_117	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_117
Entorrhizomycetes_sp_1	unknown_primary_lyfestyle	Entorrhizomycetes_gen_Incertae_sedis	Entorrhizomycetes_sp_1
Peziza_sp_20	soil_saprotroph	Peziza	Peziza_sp_20
Fusarium_equiseti_13	plant_pathogen	Fusarium	Fusarium_equiseti_13
Fusarium_variasi_4	plant_pathogen	Fusarium	Fusarium_variasi_4
Scleroderma_yunnanense_5	ectomycorrhizal	Scleroderma	Scleroderma_yunnanense_5
Fungi_sp_118	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_118
Kazachstania_zonata_4	nectar/tap_saprotroph	Kazachstania	Kazachstania_zonata_4
Leucoagaricus_erminiae_2	soil_saprotroph	Leucoagaricus	Leucoagaricus_erminiae_2
Glomus_sp_19	arbuscular_mycorrhizal	Glomus	Glomus_sp_19
Peziza_sp_21	soil_saprotroph	Peziza	Peziza_sp_21
Coniosporium_sp_21	plant_pathogen	Coniosporium	Coniosporium_sp_21
Coniosporium_sp_22	plant_pathogen	Coniosporium	Coniosporium_sp_22
Pseudoarthrographis_sp_7	plant_pathogen	Pseudoarthrographis	Pseudoarthrographis_sp_7
Davidiellomyces_australiensis_7	litter_saprotroph	Davidiellomyces	Davidiellomyces_australiensis_7
GS11_sp_36	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_36
Kazachstania_zonata_5	nectar/tap_saprotroph	Kazachstania	Kazachstania_zonata_5
Pseudocyphellaria_biliana_1	lichenized	Pseudocyphellaria	Pseudocyphellaria_biliana_1
Arachniotus_hebridensis_1	soil_saprotroph	Arachniotus	Arachniotus_hebridensis_1
Rozellomycota_sp_43	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_43
Cordycipitaceae_sp_2	unknown_primary_lyfestyle	Cordycipitaceae_gen_Incertae_sedis	Cordycipitaceae_sp_2
Dominikia_sp_3	arbuscular_mycorrhizal	Dominikia	Dominikia_sp_3
Zoopagomycota_sp_2	unknown_primary_lyfestyle	Zoopagomycota_gen_Incertae_sedis	Zoopagomycota_sp_2
Fusarium_equiseti_14	plant_pathogen	Fusarium	Fusarium_equiseti_14
Pseudoarthrographis_sp_8	plant_pathogen	Pseudoarthrographis	Pseudoarthrographis_sp_8
Ceratostomataceae_sp_2	unknown_primary_lyfestyle	Ceratostomataceae_gen_Incertae_sedis	Ceratostomataceae_sp_2
Davidiellomyces_australiensis_8	litter_saprotroph	Davidiellomyces	Davidiellomyces_australiensis_8
Helminthosporium_austriacum_2	plant_pathogen	Helminthosporium	Helminthosporium_austriacum_2
Clavispora_fructus_2	litter_saprotroph	Clavispora	Clavispora_fructus_2
Ogataea_polymorpha_1	nectar/tap_saprotroph	Ogataea	Ogataea_polymorpha_1
Ramicandelaber_taiwanensis_12	soil_saprotroph	Ramicandelaber	Ramicandelaber_taiwanensis_12
Blastocladiales_sp_2	unknown_primary_lyfestyle	Blastocladiales_gen_Incertae_sedis	Blastocladiales_sp_2
Ceratobasidium_sp_6	plant_pathogen	Ceratobasidium	Ceratobasidium_sp_6
Trichomeriaceae_sp_7	unknown_primary_lyfestyle	Trichomeriaceae_gen_Incertae_sedis	Trichomeriaceae_sp_7
Acremonium_acutatum_2	unspecified_saprotroph	Acremonium	Acremonium_acutatum_2
Neocucurbitaria_ribicola_1	unspecified_saprotroph	Neocucurbitaria	Neocucurbitaria_ribicola_1
Rozellomycota_sp_44	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_44
Fenestella_parafenestrata_24	wood_saprotroph	Fenestella	Fenestella_parafenestrata_24
Rozellomycota_sp_45	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_45
Glomus_aggregatum_3	arbuscular_mycorrhizal	Glomus	Glomus_aggregatum_3
Agaricales_sp_6	unknown_primary_lyfestyle	Agaricales_gen_Incertae_sedis	Agaricales_sp_6
Fungi_sp_119	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_119
Cyllamyces_aberensis_1	animal_endosymbiont	Cyllamyces	Cyllamyces_aberensis_1
Rozellomycota_sp_46	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_46
Wallemia_muriae_1	unspecified_saprotroph	Wallemia	Wallemia_muriae_1
Cyphellophora_sp_2	litter_saprotroph	Cyphellophora	Cyphellophora_sp_2
Fungi_sp_120	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_120
Lactarius_kesiyae_2	ectomycorrhizal	Lactarius	Lactarius_kesiyae_2
Dipodascus_capitatus_3	nectar/tap_saprotroph	Dipodascus	Dipodascus_capitatus_3
Orbiliales_sp_10	unknown_primary_lyfestyle	Orbiliales_gen_Incertae_sedis	Orbiliales_sp_10
Sordariomycetes_sp_11	unknown_primary_lyfestyle	Sordariomycetes_gen_Incertae_sedis	Sordariomycetes_sp_11
Pezizaceae_sp_7	unknown_primary_lyfestyle	Pezizaceae_gen_Incertae_sedis	Pezizaceae_sp_7
Coniosporium_sp_23	plant_pathogen	Coniosporium	Coniosporium_sp_23
Mortierella_sp_8	soil_saprotroph	Mortierella	Mortierella_sp_8
GS11_sp_37	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_37
Vuilleminia_alni_1	wood_saprotroph	Vuilleminia	Vuilleminia_alni_1
Leucoglossum_leucosporum_1	unknown_primary_lyfestyle	Leucoglossum	Leucoglossum_leucosporum_1
Mortierella_sp_9	soil_saprotroph	Mortierella	Mortierella_sp_9
Ascosphaera_larvis_7	animal_parasite	Ascosphaera	Ascosphaera_larvis_7
Fungi_sp_121	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_121
Nephroma_flavorhizinatum_16	lichenized	Nephroma	Nephroma_flavorhizinatum_16
Ilyonectria_liriodendri_1	plant_pathogen	Ilyonectria	Ilyonectria_liriodendri_1
Curvularia_sp_1	plant_pathogen	Curvularia	Curvularia_sp_1
Candida_dendrica_1	nectar/tap_saprotroph	Candida	Candida_dendrica_1
Sistotremastrum_fibrillosum_1	wood_saprotroph	Sistotremastrum	Sistotremastrum_fibrillosum_1
Terramyces_subangulosus_6	pollen_saprotroph	Terramyces	Terramyces_subangulosus_6
Peziza_sp_22	soil_saprotroph	Peziza	Peziza_sp_22
Boletaceae_sp_1	unknown_primary_lyfestyle	Boletaceae_gen_Incertae_sedis	Boletaceae_sp_1
GS11_sp_38	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_38
Chaetothyriales_sp_12	unknown_primary_lyfestyle	Chaetothyriales_gen_Incertae_sedis	Chaetothyriales_sp_12
Ogataea_sp_1	nectar/tap_saprotroph	Ogataea	Ogataea_sp_1
Neocallimastigomycota_sp_1	unknown_primary_lyfestyle	Neocallimastigomycota_gen_Incertae_sedis	Neocallimastigomycota_sp_1
Archaeorhizomyces_sp_8	unknown_primary_lyfestyle	Archaeorhizomyces	Archaeorhizomyces_sp_8
Chaetasbolisia_eupatorii_2	litter_saprotroph	Chaetasbolisia	Chaetasbolisia_eupatorii_2
Fusarium_oxysporum_2	plant_pathogen	Fusarium	Fusarium_oxysporum_2
Nephroma_flavorhizinatum_17	lichenized	Nephroma	Nephroma_flavorhizinatum_17
Neocucurbitaria_aetnensis_9	unspecified_saprotroph	Neocucurbitaria	Neocucurbitaria_aetnensis_9
Fungi_sp_122	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_122
Fungi_sp_123	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_123
Violaceomyces_palustris_2	epiphyte	Violaceomyces	Violaceomyces_palustris_2
Sordariomycetes_sp_12	unknown_primary_lyfestyle	Sordariomycetes_gen_Incertae_sedis	Sordariomycetes_sp_12
Fungi_sp_124	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_124
Glomus_sp_20	arbuscular_mycorrhizal	Glomus	Glomus_sp_20
Tetragoniomycetaceae_sp_1	unknown_primary_lyfestyle	Tetragoniomycetaceae_gen_Incertae_sedis	Tetragoniomycetaceae_sp_1
Fungi_sp_125	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_125
Inocybe_sp_5	ectomycorrhizal	Inocybe	Inocybe_sp_5
Pyronemataceae_sp_5	unknown_primary_lyfestyle	Pyronemataceae_gen_Incertae_sedis	Pyronemataceae_sp_5
Toxicocladosporium_chlamydosporum_7	plant_pathogen	Toxicocladosporium	Toxicocladosporium_chlamydosporum_7
Fungi_sp_126	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_126
Lactarius_lacunarum_7	ectomycorrhizal	Lactarius	Lactarius_lacunarum_7
Fusarium_brachygibbosum_5	plant_pathogen	Fusarium	Fusarium_brachygibbosum_5
Sordariomycetes_sp_13	unknown_primary_lyfestyle	Sordariomycetes_gen_Incertae_sedis	Sordariomycetes_sp_13
Aspergillus_terreus_1	unspecified_saprotroph	Aspergillus	Aspergillus_terreus_1
Davidiellomyces_australiensis_9	litter_saprotroph	Davidiellomyces	Davidiellomyces_australiensis_9
Rozellomycota_sp_47	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_47
Glomeraceae_sp_23	unknown_primary_lyfestyle	Glomeraceae_gen_Incertae_sedis	Glomeraceae_sp_23
Ramicandelaber_sp_1	soil_saprotroph	Ramicandelaber	Ramicandelaber_sp_1
Helvella_bachu_20	ectomycorrhizal	Helvella	Helvella_bachu_20
Fungi_sp_127	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_127
Fungi_sp_128	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_128
Ectophoma_multirostrata_2	soil_saprotroph	Ectophoma	Ectophoma_multirostrata_2
Chaetothyriales_sp_13	unknown_primary_lyfestyle	Chaetothyriales_gen_Incertae_sedis	Chaetothyriales_sp_13
Pluteus_pellitus_2	litter_saprotroph	Pluteus	Pluteus_pellitus_2
Fungi_sp_129	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_129
Typhula_micans_1	plant_pathogen	Typhula	Typhula_micans_1
Ciliophora_sp_2	unknown_primary_lyfestyle	Ciliophora	Ciliophora_sp_2
Fenestella_parafenestrata_25	wood_saprotroph	Fenestella	Fenestella_parafenestrata_25
Orbiliales_sp_11	unknown_primary_lyfestyle	Orbiliales_gen_Incertae_sedis	Orbiliales_sp_11
Ascobolus_sp_9	litter_saprotroph	Ascobolus	Ascobolus_sp_9
Microascus_levis_1	soil_saprotroph	Microascus	Microascus_levis_1
Hyphopichia_homilentoma_3	nectar/tap_saprotroph	Hyphopichia	Hyphopichia_homilentoma_3
Sordariales_sp_13	unknown_primary_lyfestyle	Sordariales_gen_Incertae_sedis	Sordariales_sp_13
Agaricomycetes_sp_15	unknown_primary_lyfestyle	Agaricomycetes_gen_Incertae_sedis	Agaricomycetes_sp_15
Spizellomycetales_sp_2	unknown_primary_lyfestyle	Spizellomycetales_gen_Incertae_sedis	Spizellomycetales_sp_2
Lasiobolidium_orbiculoides_1	dung_saprotroph	Lasiobolidium	Lasiobolidium_orbiculoides_1
Fungi_sp_130	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_130
Glomeromycetes_sp_2	unknown_primary_lyfestyle	Glomeromycetes_gen_Incertae_sedis	Glomeromycetes_sp_2
Tuber_mexiusanum_2	ectomycorrhizal	Tuber	Tuber_mexiusanum_2
Scolecobasidium_minimum_1	animal_parasite	Scolecobasidium	Scolecobasidium_minimum_1
GS05_sp_2	unknown_primary_lyfestyle	GS05_gen_Incertae_sedis	GS05_sp_2
Ascomycota_sp_31	unknown_primary_lyfestyle	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_31
Sordariomycetes_sp_14	unknown_primary_lyfestyle	Sordariomycetes_gen_Incertae_sedis	Sordariomycetes_sp_14
Onygenales_sp_8	unknown_primary_lyfestyle	Onygenales_gen_Incertae_sedis	Onygenales_sp_8
Papulosa_sp_1	litter_saprotroph	Papulosa	Papulosa_sp_1
Glomeraceae_sp_24	unknown_primary_lyfestyle	Glomeraceae_gen_Incertae_sedis	Glomeraceae_sp_24
Peziza_sp_23	soil_saprotroph	Peziza	Peziza_sp_23
Aspergillus_subversicolor_2	unspecified_saprotroph	Aspergillus	Aspergillus_subversicolor_2
GS11_sp_39	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_39
Fenestella_parafenestrata_26	wood_saprotroph	Fenestella	Fenestella_parafenestrata_26
Fusarium_equiseti_15	plant_pathogen	Fusarium	Fusarium_equiseti_15
Fenestella_parafenestrata_27	wood_saprotroph	Fenestella	Fenestella_parafenestrata_27
Rozellomycota_sp_48	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_48
Entyloma_carmeli_10	plant_pathogen	Entyloma	Entyloma_carmeli_10
Fungi_sp_131	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_131
Geotrichum_silvicola_4	nectar/tap_saprotroph	Geotrichum	Geotrichum_silvicola_4
Helminthosporium_velutinum_2	plant_pathogen	Helminthosporium	Helminthosporium_velutinum_2
Camarophyllopsis_schulzeri_3	soil_saprotroph	Camarophyllopsis	Camarophyllopsis_schulzeri_3
Fungi_sp_132	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_132
Ceratobasidium_sp_7	plant_pathogen	Ceratobasidium	Ceratobasidium_sp_7
Tuber_pseudobrumale_2	ectomycorrhizal	Tuber	Tuber_pseudobrumale_2
Pisolithus_sp_3	ectomycorrhizal	Pisolithus	Pisolithus_sp_3
Pseudoarthrographis_sp_9	plant_pathogen	Pseudoarthrographis	Pseudoarthrographis_sp_9
Sympoventuriaceae_sp_3	unknown_primary_lyfestyle	Sympoventuriaceae_gen_Incertae_sedis	Sympoventuriaceae_sp_3
Pseudoarthrographis_sp_10	plant_pathogen	Pseudoarthrographis	Pseudoarthrographis_sp_10
Bisifusarium_biseptatum_8	litter_saprotroph	Bisifusarium	Bisifusarium_biseptatum_8
Sporothrix_sclerotialis_1	plant_pathogen	Sporothrix	Sporothrix_sclerotialis_1
