OTU	primary_lifestyle	Genus	Species
Dominikia_aurea_2	arbuscular_mycorrhizal	Dominikia	Dominikia_aurea_2
Glomeraceae_sp_58	unknown_primary_lyfestyle	Glomeraceae_gen_Incertae_sedis	Glomeraceae_sp_58
Fusarium_sp_5	plant_pathogen	Fusarium	Fusarium_sp_5
Thanatephorus_sp_1	plant_pathogen	Thanatephorus	Thanatephorus_sp_1
Lulworthiaceae_sp_6	unknown_primary_lyfestyle	Lulworthiaceae_gen_Incertae_sedis	Lulworthiaceae_sp_6
Tulostoma_sp_3	soil_saprotroph	Tulostoma	Tulostoma_sp_3
Nothophoma_ngayawang_4	unknown_primary_lyfestyle	Nothophoma	Nothophoma_ngayawang_4
Aphelidiomycota_sp_15	unknown_primary_lyfestyle	Aphelidiomycota_gen_Incertae_sedis	Aphelidiomycota_sp_15
Fungi_sp_279	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_279
Russula_echidna_3	ectomycorrhizal	Russula	Russula_echidna_3
Scleroderma_yunnanense_13	ectomycorrhizal	Scleroderma	Scleroderma_yunnanense_13
Lactarius_lacunarum_20	ectomycorrhizal	Lactarius	Lactarius_lacunarum_20
Rozellomycota_sp_91	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_91
Ramicandelaber_taiwanensis_27	soil_saprotroph	Ramicandelaber	Ramicandelaber_taiwanensis_27
Aspergillus_penicillioides_2	unspecified_saprotroph	Aspergillus	Aspergillus_penicillioides_2
Fungi_sp_280	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_280
Dominikia_sp_14	arbuscular_mycorrhizal	Dominikia	Dominikia_sp_14
Mortierella_elongatula_1	soil_saprotroph	Mortierella	Mortierella_elongatula_1
Fungi_sp_281	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_281
Metschnikowia_bicuspidata_2	nectar/tap_saprotroph	Metschnikowia	Metschnikowia_bicuspidata_2
Buckleyzyma_aurantiaca_1	epiphyte	Buckleyzyma	Buckleyzyma_aurantiaca_1
Davidiellomyces_australiensis_22	unknown_primary_lyfestyle	Davidiellomyces	Davidiellomyces_australiensis_22
Nephroma_flavorhizinatum_40	lichenized	Nephroma	Nephroma_flavorhizinatum_40
Tuber_rufum_3	ectomycorrhizal	Tuber	Tuber_rufum_3
Aphelidiomycota_sp_16	unknown_primary_lyfestyle	Aphelidiomycota_gen_Incertae_sedis	Aphelidiomycota_sp_16
Cladorrhinum_sp_6	unspecified_saprotroph	Cladorrhinum	Cladorrhinum_sp_6
Agaricomycetes_sp_30	unknown_primary_lyfestyle	Agaricomycetes_gen_Incertae_sedis	Agaricomycetes_sp_30
Lichtheimia_corymbifera_3	soil_saprotroph	Lichtheimia	Lichtheimia_corymbifera_3
Mortierella_sp_15	soil_saprotroph	Mortierella	Mortierella_sp_15
Ascomycota_sp_72	unknown_primary_lyfestyle	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_72
Nevesoporus_nigrostipitatus_1	unknown_primary_lyfestyle	Nevesoporus	Nevesoporus_nigrostipitatus_1
Toxicocladosporium_chlamydosporum_11	unknown_primary_lyfestyle	Toxicocladosporium	Toxicocladosporium_chlamydosporum_11
Torula_fici_2	foliar_endophyte	Torula	Torula_fici_2
Stemphylium_vesicarium_2	plant_pathogen	Stemphylium	Stemphylium_vesicarium_2
Fungi_sp_282	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_282
Catenophlyctis_sp_1	soil_saprotroph	Catenophlyctis	Catenophlyctis_sp_1
Peziza_oceanica_3	soil_saprotroph	Peziza	Peziza_oceanica_3
Neocucurbitaria_aetnensis_27	unknown_primary_lyfestyle	Neocucurbitaria	Neocucurbitaria_aetnensis_27
Ascomycota_sp_73	unknown_primary_lyfestyle	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_73
Linnemannia_amoeboidea_5	unknown_primary_lyfestyle	Linnemannia	Linnemannia_amoeboidea_5
Pluteus_nanus_1	litter_saprotroph	Pluteus	Pluteus_nanus_1
Cladosporium_ramotenellum_1	unknown_primary_lyfestyle	Cladosporium	Cladosporium_ramotenellum_1
Chytridiomycetes_sp_3	unknown_primary_lyfestyle	Chytridiomycetes_gen_Incertae_sedis	Chytridiomycetes_sp_3
