OTU	Kingdom	Phylum	Class	Order	Family	Genus	Species
Mortierella_sp_13	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	Spizellomycetales_sp_8
Peziza_sp_46	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_sp_7
Albifimbria_verrucaria_3	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales	Apiosporaceae	Nigrospora	Nigrospora_rubi_1
Peziza_sp_47	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium_oeirense_7
Peziza_sp_48	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Italica	Italica_achilleae_1
Vishniacozyma_victoriae_4	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Pseudotomentella	Pseudotomentella_sp_1
Knufia_epidermidis_1	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Herpotrichiellaceae_gen_Incertae_sedis	Herpotrichiellaceae_sp_14
Iodophanus_sp_2	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium_oeirense_8
Rhizopus_sexualis_1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Stagonospora	Stagonospora_uniseptata_1
Peziza_sp_49	Fungi	Ascomycota	Dothideomycetes	Coniosporiales	Coniosporiaceae	Coniosporium	Coniosporium_sp_54
Xepicula_leucotricha_6	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS11	GS11_fam_Incertae_sedis	GS11_gen_Incertae_sedis	GS11_sp_107
Microascus_cinereus_2	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Geotrichum	Geotrichum_silvicola_10
Basidioascus_persicus_1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Geotrichum	Geotrichum_silvicola_11
Peziza_sp_50	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	Knufia_sp_7
Peziza_sp_51	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Cladorrhinum	Cladorrhinum_grandiusculum_3
Peziza_sp_52	Fungi	Ascomycota	Dothideomycetes	Valsariales	Valsariaceae	Valsaria	Valsaria_insitiva_1
Tulostoma_sp_1	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_sp_60
Coprinopsis_sp_4	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber_mexiusanum_14
Coprinopsis_sp_5	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza_sp_83
Peziza_sp_53	Fungi	Aphelidiomycota	Aphelidiomycota_cls_Incertae_sedis	Aphelidiomycota_ord_Incertae_sedis	Aphelidiomycota_fam_Incertae_sedis	Aphelidiomycota_gen_Incertae_sedis	Aphelidiomycota_sp_18
Peziza_sp_54	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Myrothecium	Myrothecium_inundatum_10
Peziza_sp_55	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_oxysporum_9
Peziza_sp_56	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Chaetosphaeronema	Chaetosphaeronema_achilleae_1
Peziza_sp_57	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Verticillium	Verticillium_zaregamsianum_3
Clavaria_sp_2	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_equiseti_51
Peziza_sp_58	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Fenestella	Fenestella_parafenestrata_67
Mucor_circinelloides_2	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Cora	Cora_leslactuca_1
Mucor_hiemalis_1	Fungi	Chytridiomycota	Chytridiomycota_cls_Incertae_sedis	Chytridiomycota_ord_Incertae_sedis	Chytridiomycota_fam_Incertae_sedis	Chytridiomycota_gen_Incertae_sedis	Chytridiomycota_sp_13
Peziza_sp_59	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiales_fam_Incertae_sedis	Rhizophydiales_gen_Incertae_sedis	Rhizophydiales_sp_18
Peziza_sp_60	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Ampelomyces	Ampelomyces_quisqualis_2
Peziza_sp_61	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_84
Peziza_sp_62	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS11	GS11_fam_Incertae_sedis	GS11_gen_Incertae_sedis	GS11_sp_108
Peziza_sp_63	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_311
Xanthothecium_peruvianum_1	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_85
Solicoccozyma_sp_1	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Chrysosporium	Chrysosporium_queenslandicum_1
Auxarthronopsis_globiasca_1	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Cladorrhinum	Cladorrhinum_grandiusculum_4
Knufia_sp_4	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	Candida_dendrica_5
Ramicandelaber_taiwanensis_19	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS11	GS11_fam_Incertae_sedis	GS11_gen_Incertae_sedis	GS11_sp_109
Ramicandelaber_taiwanensis_20	Fungi	Ascomycota	Leotiomycetes	Helotiales	Erysiphaceae	Erysiphe	Erysiphe_platani_3
Peziza_sp_64	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Davidiellomyces	Davidiellomyces_australiensis_27
Camarophyllopsis_schulzeri_4	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Geopora	Geopora_arenicola_5
Xepicula_leucotricha_7	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber_pseudobrumale_13
Microascus_chinensis_5	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Astrosphaeriellaceae	Pithomyces	Pithomyces_graminicola_1
Ramicandelaber_taiwanensis_21	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_312
Leucoagaricus_sp_1	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliales_fam_Incertae_sedis	Orbiliales_gen_Incertae_sedis	Orbiliales_sp_22
Coprinopsis_afrocinerea_1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Paracymostachys	Paracymostachys_euphorbiae_1
Microascus_singularis_1	Fungi	Kickxellomycota	Kickxellomycota_cls_Incertae_sedis	Kickxellomycota_ord_Incertae_sedis	Kickxellomycota_fam_Incertae_sedis	Kickxellomycota_gen_Incertae_sedis	Kickxellomycota_sp_5
Ramicandelaber_taiwanensis_22	Fungi	Rozellomycota	Rozellomycota_cls_Incertae_sedis	Rozellomycota_ord_Incertae_sedis	Rozellomycota_fam_Incertae_sedis	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_100
Peziza_sp_65	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Acrophialophora	Acrophialophora_levis_9
Vishniacozyma_psychrotolerans_1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Nothophoma	Nothophoma_ngayawang_5
Ramicandelaber_sp_2	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Peristomialis	Peristomialis_corynospora_1
Spiromastix_sp_2	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_313
Cladophialophora_sp_4	Fungi	Ascomycota	Leotiomycetes	Helotiales	Discinellaceae	Discinellaceae_gen_Incertae_sedis	Discinellaceae_sp_4
Pithoascus_stoveri_1	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Humaria	Humaria_sp_1
Peziza_sp_66	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber_mexiusanum_15
Ramicandelaber_taiwanensis_23	Fungi	Ascomycota	Leotiomycetes	Helotiales	Discinellaceae	Articulospora	Articulospora_sp_4
Ramicandelaber_taiwanensis_24	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS11	GS11_fam_Incertae_sedis	GS11_gen_Incertae_sedis	GS11_sp_110
Lichtheimia_corymbifera_2	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius_lacunarum_22
Iodophanus_sp_3	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	Ganoderma_nasalaense_3
Peziza_sp_67	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_equiseti_52
Scedosporium_prolificans_3	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_equiseti_53
Peziza_sp_68	Fungi	Glomeromycota	Glomeromycetes	Gigasporales	Gigasporaceae	Gigaspora	Gigaspora_polymorphira_1
Peziza_sp_69	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia_sp_15
Mortierella_sp_14	Fungi	Rozellomycota	Rozellomycota_cls_Incertae_sedis	Rozellomycota_ord_Incertae_sedis	Rozellomycota_fam_Incertae_sedis	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_101
Ramicandelaber_taiwanensis_25	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS11	GS11_fam_Incertae_sedis	GS11_gen_Incertae_sedis	GS11_sp_111
Peziza_sp_70	Fungi	Basidiomycota	Agaricomycetes	Agaricomycetes_ord_Incertae_sedis	Agaricomycetes_fam_Incertae_sedis	Agaricomycetes_gen_Incertae_sedis	Agaricomycetes_sp_33
Peziza_sp_71	Fungi	Ascomycota	Leotiomycetes	Helotiales	Discinellaceae	Articulospora	Articulospora_sp_5
Microascus_cirrosus_1	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Herpotrichiellaceae_gen_Incertae_sedis	Herpotrichiellaceae_sp_15
Vishniacozyma_sp_3	Fungi	Rozellomycota	Rozellomycota_cls_Incertae_sedis	Rozellomycota_ord_Incertae_sedis	Rozellomycota_fam_Incertae_sedis	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_102
Coprinellus_bipellis_1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_equiseti_54
Scedosporium_prolificans_4	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia_kudriavzevii_3
Circinella_chinensis_1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Xepicula	Xepicula_leucotricha_10
Lichtheimia_ramosa_5	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Saturnispora	Saturnispora_silvae_3
Xeromyces_bisporus_1	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Gomphus	Gomphus_yunnanensis_1
Peziza_sp_72	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_mastoideum_1
Myrmecridium_banksiae_1	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Sympoventuriaceae_gen_Incertae_sedis	Sympoventuriaceae_sp_6
Knufia_mediterranea_3	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus	Microascus_brevicaulis_1
Peziza_sp_73	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Bisifusarium	Bisifusarium_biseptatum_41
Agaricus_hingganensis_1	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS11	GS11_fam_Incertae_sedis	GS11_gen_Incertae_sedis	GS11_sp_112
Ramicandelaber_taiwanensis_26	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania	Kazachstania_zonata_9
Tulostoma_sp_2	Fungi						zz_no_fungi_16
Paurocotylis_sp_1	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Rhizochaete	Rhizochaete_violascens_1
Mortierella_armillariicola_1	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	Rhizoctonia_sp_6
Calcarisporiella_sp_2	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	Epicoccum_thailandicum_8
Disciseda_sp_1	Fungi	Ascomycota	Sordariomycetes	Cephalothecales	Cephalothecaceae	Phialemonium	Phialemonium_sp_1
Tulostoma_sp_3	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium_oeirense_9
Ramicandelaber_taiwanensis_27	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_314
Mortierella_elongatula_1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Pseudocosmospora	Pseudocosmospora_eutypellae_7
Lichtheimia_corymbifera_3	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Paraglomus_sp_2
Mortierella_sp_15	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus_sp_5
Catenophlyctis_sp_1	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Verrucaria	Verrucaria_viridigrana_1
Peziza_oceanica_3	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Scytalidium	Scytalidium_sp_1
Conocybe_velutipes_3	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Nothophoma	Nothophoma_ngayawang_6
Sampaiozyma_sp_1	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Lectera	Lectera_longa_2
Knufia_epidermidis_2	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza_sp_84
Peziza_sp_74	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_indohii_1
Peziza_sp_75	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Ophiosphaerella	Ophiosphaerella_taiwanica_2
Mortierella_rishikesha_3	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Kiskunsagia	Kiskunsagia_ubrizsyi_25
Hodophilus_praecox_1	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Lecanoraceae_gen_Incertae_sedis	Lecanoraceae_sp_1
Catenophlyctis_sp_2	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces_wortmannii_1
Peziza_sp_76	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_sp_61
Triangularia_phialophoroides_1	Fungi	Ascomycota	Eurotiomycetes	Ascosphaerales	Ascosphaeraceae	Ascosphaera	Ascosphaera_larvis_12
Camarophyllopsis_schulzeri_5	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus_magnus_1
Clavaria_sp_3	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_sp_62
Cunninghamella_echinulata_1	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Davidiellomyces	Davidiellomyces_australiensis_28
Striatibotrys_oleronensis_1	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriaceae	Hermetothecium	Hermetothecium_mikaniae-micranthae_6
Xepicula_leucotricha_8	Fungi	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Caecomyces	Caecomyces_communis_3
Conocybe_sabulicola_1	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_sp_63
Saitozyma_paraflava_3	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Trematosphaeriaceae	Falciformispora	Falciformispora_senegalensis_4
Cephaliophora_sp_2	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_brachygibbosum_12
Catenophlyctis_sp_3	Fungi	Rozellomycota	Rozellomycota_cls_Incertae_sedis	Rozellomycota_ord_Incertae_sedis	Rozellomycota_fam_Incertae_sedis	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_103
Chordomyces_antarcticus_1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_equiseti_55
Coprinopsis_pachyderma_1	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_315
Rasamsonia_piperina_2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Septoglomus	Septoglomus_sp_13
Eremiomyces_echinulatus_1	Fungi	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	Catenariaceae	Catenariaceae_gen_Incertae_sedis	Catenariaceae_sp_1
Entoloma_graphitipes_f._cystidiatum_1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Ascochyta	Ascochyta_medicaginicola_var._macrospora_2
Peziza_sp_77	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_gen_Incertae_sedis	Glomeraceae_sp_64
Albifimbria_verrucaria_4	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_86
Peziza_sp_78	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Nectriella	Nectriella_sp_1
Knufia_sp_5	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	Paraphoma_pye_2
Peziza_sp_79	Fungi	Ascomycota	Eurotiomycetes	Eurotiomycetes_ord_Incertae_sedis	Eurotiomycetes_fam_Incertae_sedis	Eurotiomycetes_gen_Incertae_sedis	Eurotiomycetes_sp_1
Peziza_sp_80	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Hapsidospora	Hapsidospora_irregularis_1
Knufia_sp_6	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	Didymella_longicolla_1
Mortierella_sp_16	Fungi	Ascomycota	Dothideomycetes	Superstratomycetales	Superstratomycetaceae	Superstratomyces	Superstratomyces_albomucosus_1
Xepicula_leucotricha_9	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_drechsleri_5
Peziza_sp_81	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Yamadazyma	Yamadazyma_takamatsuzukensis_6
Peziza_sp_82	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza_sp_85
Camarophyllopsis_schulzeri_6	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Dipodascus	Dipodascus_capitatus_9
Sampaiozyma_sp_2	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Bisifusarium	Bisifusarium_biseptatum_42
Vishniacozyma_insularis_1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Yamadazyma	Yamadazyma_tenuis_2
Knufia_sp_7	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_316
Peziza_sp_83	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Sordariales_gen_Incertae_sedis	Sordariales_sp_21
Xepicula_leucotricha_10	Fungi	Rozellomycota	Rozellomycota_cls_Incertae_sedis	Rozellomycota_ord_Incertae_sedis	Rozellomycota_fam_Incertae_sedis	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_104
Microascus_brevicaulis_1	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_317
Peziza_sp_84	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS11	GS11_fam_Incertae_sedis	GS11_gen_Incertae_sedis	GS11_sp_113
Mortierella_indohii_1	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Cladorrhinum	Cladorrhinum_sp_7
Peziza_sp_85	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Hypomyces	Hypomyces_semicircularis_1
Ramariopsis_sp_1	Fungi	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	Blastocladiales_fam_Incertae_sedis	Blastocladiales_gen_Incertae_sedis	Blastocladiales_sp_11
Peziza_sp_86	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Armillaria	Armillaria_borealis_1
Mortierella_sp_17	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_318
Peziza_sp_87	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_319
Dimorphiseta_sp_1	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Ramariopsis	Ramariopsis_sp_1
Gymnoascus_dugwayensis_1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia_procaviae_1
Camarophyllopsis_schulzeri_7	Fungi	Ascomycota	Sordariomycetes	Sordariales	Neoschizotheciaceae	Neosonderhenia	Neosonderhenia_eucalypti_2
Iodophanus_sp_4	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza_sp_86
Phialocephala_fortinii_1	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Davidiellomyces	Davidiellomyces_australiensis_29
Pilaira_sp_1	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Septoglomus	Septoglomus_sp_14
Peziza_sp_88	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_sp_17
Albifimbria_verrucaria_5	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricales_fam_Incertae_sedis	Agaricales_gen_Incertae_sedis	Agaricales_sp_14
Vishniacozyma_victoriae_5	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales	Sporocadaceae	Heterotruncatella	Heterotruncatella_spadicea_1
Peziza_sp_89	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_baltica_6
Peziza_sp_90	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS11	GS11_fam_Incertae_sedis	GS11_gen_Incertae_sedis	GS11_sp_114
Ramicandelaber_taiwanensis_28	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza_sp_87
Vishniacozyma_tephrensis_2	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Acrocalymmaceae	Acrocalymma	Acrocalymma_ampeli_5
Peziza_sp_91	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Dimorphiseta	Dimorphiseta_sp_1
Peziza_sp_92	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Botryotrichum	Botryotrichum_atrogriseum_4
Vishniacozyma_victoriae_6	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_320
Ramicandelaber_taiwanensis_29	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Phakopsoraceae	Phakopsora	Phakopsora_myrtacearum_2
Peziza_sp_93	Fungi	Basidiobolomycota	Basidiobolomycota_cls_Incertae_sedis	Basidiobolomycota_ord_Incertae_sedis	Basidiobolomycota_fam_Incertae_sedis	Basidiobolomycota_gen_Incertae_sedis	Basidiobolomycota_sp_2
Tricharina_tophiseda_1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Bisifusarium	Bisifusarium_dimerum_3
Peziza_sp_94	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Peltigeraceae	Pseudocyphellaria	Pseudocyphellaria_hawaiiensis_10
Sampaiozyma_sp_3	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Dothideomycetes_fam_Incertae_sedis	Pseudoarthrographis	Pseudoarthrographis_sp_18
Lichtheimia_ramosa_6	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Peltigeraceae	Nephroma	Nephroma_flavorhizinatum_42
Peziza_sp_95	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipitaceae_gen_Incertae_sedis	Serendipitaceae_sp_13
Pithoascus_nidicola_3	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS11	GS11_fam_Incertae_sedis	GS11_gen_Incertae_sedis	GS11_sp_115
Camarophyllopsis_schulzeri_8	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_321
Myrmecridium_schulzeri_1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Mycocitrus	Mycocitrus_odorus_1
Peziza_sp_96	Fungi	Ascomycota	Dothideomycetes	Coniosporiales	Coniosporiaceae	Coniosporium	Coniosporium_sp_55
Ramicandelaber_sp_3	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinales_fam_Incertae_sedis	Sebacinales_gen_Incertae_sedis	Sebacinales_sp_8
Ramicandelaber_taiwanensis_30	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Trichocomaceae_gen_Incertae_sedis	Trichocomaceae_sp_1
Lichtheimia_ramosa_7	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_322
